name,phone,email,address,website,latitude,longitude,source,phone_via
Premier Inn Dubai Barsha Heights Hotel,+971045219271,dbh@mena.premierinn.com,"Al Khareef 2 Street, Al Thanyah 1, Dubai, UAE, Dubai",https://mena.premierinn.com/en/hotel-directory/dubai/dubai-barsha-heights-hotel/,25.0976849,55.1798492,photon,website
Address Montgomerie Hotel,,,"11 Street, Emirates Hills, Dubai",,25.0675045,55.1644716,photon,
Al Barsha Premium Hotel Apartments,,,"38 Street, Al Barsha 1, Dubai",,25.1134003,55.1911914,photon,
Armada Bluebay Hotel,,,"JLT Cluster P, Jumeirah Lakes Towers, Dubai",,25.0749252,55.1454467,photon,
Atlantis Hotel,,,"Crescent Road East, Palm Jumeirah, دبي, Dubai",,25.1304806,55.117161,photon,
Avani+ Palm View Dubai Hotel & Suites,,,"King Salman bin Abdulaziz Al Saud Street, Dubai Media City, Al Sufouh, Dubai",,25.0987809,55.1567688,photon,
Class Hotel Apartments,,,"Al Rabee'a 2 Street, Al Thanyah 1, Dubai",,25.1006719,55.1767063,photon,
dusitD2 kenz hotel,,,"Al Khareef 1 Street, Dubai Media City 2, Al Thanyah 1, Dubai",https://www.dusit.com/dusitd2/dubai/,25.0991204,55.1729759,photon,
Element Hotel,,,"شارع الفي, Dubai Production City, Me'aisem 1, Dubai",,25.0375288,55.1973061,photon,
First Central Hotel Suites,,,"Al Saef 1 Street, Dubai Media City 2, Al Thanyah 1, Dubai",,25.0978576,55.1747251,photon,
Grand Cosmopolitan Hotel,,,"Al Barsha 1 Street, Al Barsha 1, Dubai",,25.1132504,55.1927709,photon,
Grand Cosmopolitan Hotel - Dubai,,,"Al Barsha 1 Street, Al Barsha 1, دبي, Dubai",,25.1132424,55.1927627,photon,
Grand Heights Dubai Hotel Apartments,,,"Al Fosool Street, Al Thanyah 1, Dubai, UAE, Dubai",https://www.grandheights.ae/,25.0977734,55.1788251,photon,
H Hotel,,,"2nd December Street, Sheikh Zayed Road, Trade Centre, Dubai",,25.2302939,55.2869626,photon,
Home to Home Hotel Apartments,,,"Al Suhool Street, Al Thanyah 1, Dubai",www.hometohome.ae,25.1006996,55.1773165,photon,
Hotel,,,"Al Meydan Street, MBR- Al Merkad, Dubai",,25.1735148,55.3121024,photon,
hotel,,,"47a Street, Jumeirah 1, Jumeirah, Dubai",,25.2249976,55.2565051,photon,
Hotel,,,"Khalid Bin Waleed Road, Al Raffa, Dubai",,25.2589582,55.2889347,photon,
Hotel,,,"16 Street, Al Khalidiyah, Sharjah",,25.3378122,55.3628937,photon,
Hotel Ambassador,,,"Al Nahda (26th) Street, Bur Dubai, Al Souq Al Kabeer, Dubai",,25.2631462,55.2909439,photon,
Hotel Arbela,,,"Abu Obiedah Bin Al Jarah Street, Al Qasimia, Sharjah",,25.34583,55.3998308,photon,
Hotel Caravan,,,"15 Street 23, Al Rumailah, Ajman",,25.397587,55.4256927,photon,
Hotel Florida International,,,"Al Sabkha Road, Naif, Deira, Dubai",,25.2700475,55.3030345,photon,
Hotel Habtoor Grand Resort & Spa,,,"Al Falea Street, Dubai Marina, Dubai",,25.0859102,55.1412937,photon,
Hotel Holiday International,,,"Corniche Street, Al Majaz, Sharjah",,25.3398494,55.384135,photon,
Hotel Indigo Dubai Downtown,,,"Al Asayel Street, Business Bay, Burj Khalifa, Dubai",,25.1926973,55.2867698,photon,
Hotel Le Royal Méridien Beach Resort & Spa,,,"Al Falea Street, Dubai Marina, دبي, Dubai",,25.0842869,55.1404317,photon,
Hotel Madinat Jumeirah - Al Qasr,,,"Al Qasr Hotel, Al Sufouh 1, Dubai",,25.1318382,55.1844829,photon,
Hotel Madinat Jumeirah - Dar Al Masyaf,,,"Al Qasr Hotel, Al Sufouh 1, Dubai",,25.131031,55.1838897,photon,
Hotel Madinat Jumeirah Mina A'Salam,,,"Madinat Jumeirah, Umm Suqeim 3, Umm Suqeim, Dubai",,25.1352192,55.1858054,photon,
Hotel Peninsula,,,"Al Raffa Street, Bur Dubai, Al Souq Al Kabeer, Dubai",,25.2622843,55.2897011,photon,
Hotel Premier Inn Dubai International Airport,,,"52b Street, Al Garhoud, Dubai",,25.2427245,55.3589869,photon,
Hotel Riu Dubai,,,"Palm Deira, Dubai",,25.3005803,55.3066456,photon,
