# Data © OpenStreetMap contributors (ODbL) — https://www.openstreetmap.org/copyright
name,phone,email,address,website,latitude,longitude,source,phone_via
Logunova Beauty Salon,+12133382332,info@logunova.com,"South Olive Street 607, Jewelry District, Downtown, Los Angeles, California, 90014",https://www.logunova.com,34.0479301,-118.2545026,photon,website
Salon Dolly,+12132780688,ramdasha@gmail.com,"North Broadway 970, New Chinatown, Chinatown, Los Angeles, California, 90012",https://salondollyla.com/,34.0659369,-118.2362189,photon,website
Alejandra's Beauty Salon,,,"N Broadway 3302, Lincoln Heights, Los Angeles, California, 90031",,34.0736189,-118.2063085,photon,
Fabulous Hair Salon,,,"North Broadway 2731, Lincoln Heights, Los Angeles, California, 90031",,34.0738264,-118.2133843,photon,
Hui Zhen Hair Salon,,,"Ord Street 404, New Chinatown, Chinatown, Los Angeles, California, 90012",,34.0603193,-118.2396058,photon,
Lora's Hair Salon,,,"South Alameda Street 333, Little Tokyo, Downtown, Los Angeles, California, 90013",,34.0452396,-118.238534,photon,
Marcela's Beauty Salon,,,"Cypress Avenue, Cypress Park, Los Angeles, California, 90065",,34.0932951,-118.2256034,photon,
Neighborhood Salon,,,"Echo Park Avenue 1838, Elysian Valley, Echo Park, Los Angeles, California, 90026",,34.0851723,-118.2528736,photon,
Ruth Beauty Salon,,,"Venice Boulevard, Pico-Union, Los Angeles, California, 90075",,34.0446266,-118.2911535,photon,
Salon,,,"East 2nd Street, Belmont Shore, Long Beach, California, 90803",,33.7611042,-118.1372152,photon,
Salon 648,,,"North Doheny Drive 648, Beverly Hills, California, 90069",,34.0825258,-118.3895618,photon,
Salon 9,,,"West Almond Avenue, Orange, California, 92868",,33.7861859,-117.8534582,photon,
Salon Adelante,,,"East Chapman Avenue, Hewes Park, Orange, California, 92869",,33.7873994,-117.8152842,photon,
Salon Amerige,,,"North Harbor Boulevard, Downtown Fullerton, Fullerton, California, 90631",,33.8711354,-117.9241279,photon,
Salon Andalucia,,,"Foothill Boulevard 3073, La Crescenta, California, 91214",,34.2285932,-118.2464014,photon,
Salon Benardo,,,"East Amerige Avenue 142, Downtown Fullerton, Fullerton, California, 92832",,33.8712197,-117.9224781,photon,
Salon Beyond,,,"Palms Boulevard 11132, Palms, Los Angeles, California, 90034",,34.0191245,-118.421725,photon,
Salon Biology,,,"Westwood Boulevard, Tehrangeles, Westwood, Los Angeles, California, 90024",,34.0508962,-118.4382021,photon,
Salon Cielo,,,"North Citrus Avenue, Covina, California, 91722",,34.086923,-117.8903225,photon,
Salon Connection,,,"Golden Lantern Street 32565, Dana Point, California, 92629",,33.489901,-117.6994774,photon,
Salon de Belleza,,,"East 6th Street, Las Palmas, Corona, California, 92879",,33.8747726,-117.557354,photon,
Salon de Chez-Moi,,,"East Valley Boulevard 2, Ramona Park, Alhambra, California, 91801",,34.0783266,-118.1227708,photon,
Salon Detour,,,"Baker Street 1215, Costa Mesa, California, 92626",,33.6797647,-117.9090727,photon,
Salon Di Capelli,,,"North Vallejo Way, Upland, California, 91786",,34.1081057,-117.6600563,photon,
Salon Diva,,,"Town Center Drive 30100, Laguna Niguel, California, 92677",,33.5252059,-117.7139701,photon,
Salon Drew,,,"Lakewood Boulevard 3891, Long Beach, California, 90808",,33.8301071,-118.1443759,photon,
Salon Farouk,,,"Pacific Coast Highway 1306, Hollywood Riviera, Torrance, California, 90277",,33.823027,-118.3852319,photon,
Salon Flourish,,,"Highland Avenue 3515, Manhattan Beach, California, 90266",,33.9001185,-118.4175993,photon,
Salon Harmony,,,"Beryl Street 1240, Redondo Beach, California, 90278",,33.8543145,-118.3794777,photon,
Salon Kazumi,,,"South Santa Monica Boulevard, Golden Triange, Beverly Hills, California, 90025",,34.0683033,-118.4079973,photon,
Salon Leshey,,,"Cabot Road 25258, Laguna Hills, California, 92653",,33.5959125,-117.6751476,photon,
Salon Marigold,,,"Paseo Plaza, Paseo Colorado, Pasadena Council District 6, Pasadena, California, 91129",,34.1449606,-118.1446127,photon,
Salon Mia,,,"Haven Avenue 7890, Cucamonga, Rancho Cucamonga, California, 91730",,34.1112035,-117.5766497,photon,
Salon Mila,,,"Ostrom Avenue, Lake Balboa, Los Angeles, California, 91406",,34.2076593,-118.5079919,photon,
Salon Nuuvo Hair Salon,,,"Agoura Road 26777, Calabasas, California, 91302",,34.1405491,-118.7081533,photon,
